latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,rcvr_clk_ns
35.42515544444445,-116.88925256944447,986.6517,0.00000,3,2021,-50726.797
35.425155430555556,-116.88925257500001,986.6472,0.00833,3,2021,-50726.820
35.42515538333333,-116.88925254444445,986.6518,0.01667,3,2021,-50726.821
35.42515544166667,-116.88925255555557,986.6516,0.02500,3,2021,-50726.822
35.42515544444445,-116.88925258888892,986.6436,0.03333,3,2021,-50726.844
35.42515545,-116.88925260277779,986.6442,0.04167,3,2021,-50726.848
35.42515540555554,-116.88925256944447,986.6461,0.05000,3,2021,-50726.842
35.42515547777778,-116.88925260555557,986.6476,0.05833,3,2021,-50726.843
35.42515539999999,-116.88925255833337,986.6574,0.06667,3,2021,-50726.828
35.425155438888886,-116.88925259166668,986.6523,0.07500,3,2021,-50726.850
35.42515545833333,-116.88925258055556,986.641,0.08333,3,2021,-50726.879
35.42515543333333,-116.88925259166668,986.643,0.09167,3,2021,-50726.877
35.425155427777774,-116.8892525944445,986.6503,0.10000,3,2021,-50726.859
35.425155438888886,-116.88925262222224,986.6454,0.10833,3,2021,-50726.884
35.42515540555554,-116.88925265555557,986.6436,0.11667,3,2021,-50726.892
35.42515540833333,-116.88925260277779,986.6445,0.12500,3,2021,-50726.892
35.42515543333333,-116.88925262777781,986.6448,0.13333,3,2021,-50726.893
35.42515544444445,-116.88925261666668,986.6507,0.14167,3,2021,-50726.879
35.42515542222221,-116.88925259166668,986.6463,0.15000,3,2021,-50726.891
35.425155469444434,-116.88925258888892,986.6433,0.15833,3,2021,-50726.902
35.42515542222221,-116.88925256388892,986.6515,0.16667,3,2021,-50726.891
35.42515547222221,-116.88925258055556,986.6396,0.17500,3,2021,-50726.927
35.425155463888885,-116.8892525944445,986.6448,0.18333,3,2021,-50726.913
35.42515545277777,-116.88925256944447,986.6467,0.19167,3,2021,-50726.914
35.42515544722222,-116.8892525777778,986.6499,0.20000,3,2021,-50726.910
35.42515545833333,-116.88925259722222,986.6555,0.20833,3,2021,-50726.891
35.425155466666666,-116.88925255000002,986.6411,0.21667,3,2021,-50726.936
35.425155377777784,-116.88925251944445,986.6537,0.22500,3,2021,-50726.905
35.42515545833333,-116.88925255000002,986.6442,0.23333,3,2021,-50726.939
35.42515540277777,-116.88925258055556,986.6555,0.24167,3,2021,-50726.908
35.425155475,-116.88925257500001,986.6453,0.25000,3,2021,-50726.941
35.42515545833333,-116.88925258611111,986.6576,0.25833,3,2021,-50726.908
35.42515540277777,-116.88925260833336,986.6593,0.26667,3,2021,-50726.913
35.425155427777774,-116.88925256666666,986.6476,0.27500,3,2021,-50726.946
35.425155466666666,-116.8892525777778,986.6415,0.28333,3,2021,-50726.968
35.42515546111111,-116.88925258055556,986.6491,0.29167,3,2021,-50726.949
35.42515543333333,-116.88925256388892,986.6554,0.30000,3,2021,-50726.933
35.42515545277777,-116.88925260277779,986.6473,0.30833,3,2021,-50726.967
35.42515545833333,-116.88925256388892,986.6554,0.31667,3,2021,-50726.950
35.42515544166667,-116.88925256666666,986.6417,0.32500,3,2021,-50726.992
